data,produto,qtd
2024-11-03,Bolo de Cenoura (fatia),1.0
2024-11-04,Pão Doce,2.0
2024-11-04,Pão de Queijo,5.0
2024-11-04,Baguete,3.0
2024-11-04,Pão de Queijo,21.0
2024-11-04,Pão Francês,26.0
2024-11-04,Café Expresso,12.0
2024-11-04,Torta de Morango (fatia),1.0
2024-11-04,Pão de Queijo,30.0
2024-11-04,Biscoito Caseiro (kg),0.11
2024-11-04,Pão Integral (kg),1.36
2024-11-04,Pão Doce,6.0
2024-11-04,Baguete,6.0
2024-11-04,Baguete,5.0
2024-11-04,Pão Doce,8.0
2024-11-04,Pão de Queijo,1.0
2024-11-04,Biscoito Caseiro (kg),0.4
2024-11-04,Pão Integral (kg),0.13
2024-11-04,Pão de Queijo,5.0
2024-11-04,Baguete,2.0
2024-11-04,Bolo de Cenoura (fatia),1.0
2024-11-04,Pão de Queijo,8.0
2024-11-04,Torta de Morango (fatia),2.0
2024-11-04,Bolo de Cenoura (fatia),3.0
2024-11-04,Torta de Morango (fatia),1.0
2024-11-04,Pão Integral (kg),2.37
2024-11-04,Suco de Laranja,6.0
2024-11-04,Baguete,8.0
2024-11-04,Baguete,4.0
2024-11-04,Torta de Morango (fatia),3.0
2024-11-04,Pão Doce,4.0
2024-11-04,Suco de Laranja,1.0
2024-11-04,Suco de Laranja,4.0
2024-11-04,Pão de Queijo,4.0
2024-11-05,Pão Francês,20.0
2024-11-05,Pão Doce,6.0
2024-11-05,Pão Integral (kg),0.35
2024-11-05,Pão Integral (kg),2.17
2024-11-05,Biscoito Caseiro (kg),2.48
2024-11-05,Biscoito Caseiro (kg),2.13
2024-11-05,Baguete,1.0
2024-11-05,Biscoito Caseiro (kg),0.47
2024-11-05,Café Expresso,1.0
2024-11-05,Pão Doce,4.0
2024-11-05,Baguete,2.0
2024-11-05,Pão Francês,12.0
2024-11-05,Pão Integral (kg),2.15
2024-11-05,Pão Doce,5.0
2024-11-05,Biscoito Caseiro (kg),1.82
2024-11-05,Pão Integral (kg),2.4
2024-11-05,Baguete,2.0
2024-11-05,Pão Integral (kg),2.27
2024-11-05,Pão Integral (kg),0.25
2024-11-05,Suco de Laranja,6.0
2024-11-05,Baguete,2.0
2024-11-05,Pão Doce,4.0
2024-11-05,Bolo de Cenoura (fatia),2.0
2024-11-05,Biscoito Caseiro (kg),1.84
2024-11-05,Pão Integral (kg),2.39
2024-11-05,Torta de Morango (fatia),1.0
2024-11-05,Torta de Morango (fatia),1.0
2024-11-05,Suco de Laranja,6.0
2024-11-05,Pão Doce,5.0
2024-11-05,Suco de Laranja,5.0
2024-11-05,Pão de Queijo,25.0
2024-11-05,Pão de Queijo,11.0
2024-11-05,Biscoito Caseiro (kg),0.82
2024-11-05,Bolo de Cenoura (fatia),2.0
2024-11-05,Pão de Queijo,9.0
2024-11-05,Biscoito Caseiro (kg),0.2
2024-11-05,Pão Integral (kg),1.59
2024-11-05,Baguete,4.0
2024-11-05,Suco de Laranja,3.0
2024-11-05,Biscoito Caseiro (kg),1.83
2024-11-05,Pão Doce,7.0
2024-11-05,Café Expresso,7.0
2024-11-05,Pão Francês,17.0
2024-11-05,Pão Francês,23.0
2024-11-05,Torta de Morango (fatia),1.0
2024-11-05,Pão de Queijo,3.0
2024-11-05,Torta de Morango (fatia),3.0
2024-11-05,Pão Doce,4.0
2024-11-05,Pão Doce,2.0
2024-11-05,Pão Doce,7.0
2024-11-06,Café Expresso,18.0
2024-11-06,Torta de Morango (fatia),2.0
2024-11-06,Pão de Queijo,18.0
2024-11-06,Pão de Queijo,19.0
2024-11-06,Torta de Morango (fatia),1.0
2024-11-06,Torta de Morango (fatia),2.0
2024-11-06,Pão Francês,8.0
2024-11-06,Torta de Morango (fatia),2.0
2024-11-06,Pão Integral (kg),1.09
2024-11-06,Torta de Morango (fatia),1.0
2024-11-06,Pão Francês,4.0
2024-11-06,Pão Francês,5.0
2024-11-06,Pão Doce,6.0
2024-11-06,Biscoito Caseiro (kg),0.98
2024-11-06,Biscoito Caseiro (kg),0.43
2024-11-06,Pão Doce,4.0
2024-11-06,Café Expresso,23.0
2024-11-06,Biscoito Caseiro (kg),2.12
2024-11-06,Café Expresso,29.0
2024-11-06,Café Expresso,13.0
2024-11-06,Café Expresso,19.0
2024-11-06,Pão de Queijo,15.0
2024-11-06,Pão de Queijo,1.0
2024-11-06,Baguete,5.0
2024-11-06,Biscoito Caseiro (kg),2.19
2024-11-06,Baguete,6.0
2024-11-06,Biscoito Caseiro (kg),1.7
2024-11-06,Baguete,1.0
2024-11-06,Bolo de Cenoura (fatia),2.0
2024-11-06,Biscoito Caseiro (kg),1.9
2024-11-06,Biscoito Caseiro (kg),1.61
2024-11-06,Biscoito Caseiro (kg),0.94
2024-11-06,Pão de Queijo,15.0
2024-11-06,Café Expresso,2.0
2024-11-06,Pão de Queijo,1.0
2024-11-06,Pão Doce,6.0
2024-11-06,Torta de Morango (fatia),1.0
2024-11-06,Suco de Laranja,4.0
2024-11-06,Pão Doce,3.0
2024-11-06,Biscoito Caseiro (kg),0.61
2024-11-06,Biscoito Caseiro (kg),2.1
2024-11-06,Bolo de Cenoura (fatia),3.0
2024-11-06,Biscoito Caseiro (kg),1.08
2024-11-06,Biscoito Caseiro (kg),1.16
2024-11-06,Baguete,3.0
2024-11-06,Pão de Queijo,9.0
2024-11-06,Torta de Morango (fatia),1.0
2024-11-06,Suco de Laranja,4.0
2024-11-06,Pão Doce,3.0
2024-11-06,Pão Doce,1.0
2024-11-06,Pão Francês,6.0
2024-11-06,Baguete,6.0
2024-11-06,Pão Francês,16.0
2024-11-06,Pão Francês,9.0
2024-11-06,Pão de Queijo,20.0
2024-11-06,Pão de Queijo,18.0
2024-11-06,Pão Doce,4.0
2024-11-06,Bolo de Cenoura (fatia),3.0
2024-11-06,Suco de Laranja,8.0
2024-11-06,Pão Integral (kg),1.08
2024-11-07,Torta de Morango (fatia),3.0
2024-11-07,Pão de Queijo,7.0
2024-11-07,Baguete,4.0
2024-11-07,Pão de Queijo,21.0
2024-11-07,Suco de Laranja,8.0
2024-11-07,Pão Francês,22.0
2024-11-07,Suco de Laranja,6.0
2024-11-07,Suco de Laranja,3.0
2024-11-07,Pão Integral (kg),2.3
2024-11-07,Torta de Morango (fatia),2.0
2024-11-07,Pão de Queijo,9.0
2024-11-07,Baguete,7.0
2024-11-07,Pão Integral (kg),0.64
2024-11-07,Pão Francês,10.0
2024-11-07,Bolo de Cenoura (fatia),3.0
2024-11-07,Pão de Queijo,8.0
2024-11-07,Pão Doce,3.0
2024-11-07,Baguete,3.0
2024-11-07,Bolo de Cenoura (fatia),1.0
2024-11-07,Biscoito Caseiro (kg),0.68
2024-11-07,Pão Francês,14.0
2024-11-07,Suco de Laranja,4.0
2024-11-07,Pão Francês,27.0
2024-11-07,Torta de Morango (fatia),2.0
2024-11-07,Pão Francês,11.0
2024-11-07,Baguete,8.0
2024-11-07,Torta de Morango (fatia),3.0
2024-11-07,Pão Doce,4.0
2024-11-07,Pão Integral (kg),1.29
2024-11-07,Baguete,6.0
2024-11-07,Suco de Laranja,1.0
2024-11-07,Pão Integral (kg),2.4
2024-11-07,Pão de Queijo,13.0
2024-11-07,Café Expresso,19.0
2024-11-07,Torta de Morango (fatia),3.0
2024-11-07,Pão Doce,8.0
2024-11-07,Biscoito Caseiro (kg),2.07
2024-11-07,Café Expresso,16.0
2024-11-07,Baguete,6.0
2024-11-07,Pão de Queijo,15.0
2024-11-07,Pão de Queijo,27.0
2024-11-07,Pão Francês,22.0
2024-11-07,Pão de Queijo,21.0
2024-11-07,Biscoito Caseiro (kg),1.57
2024-11-07,Pão Francês,5.0
2024-11-07,Bolo de Cenoura (fatia),3.0
2024-11-07,Pão Doce,1.0
2024-11-07,Suco de Laranja,2.0
2024-11-07,Baguete,7.0
2024-11-07,Pão Francês,24.0
2024-11-07,Pão Francês,3.0
2024-11-07,Pão Doce,2.0
2024-11-07,Pão Francês,3.0
2024-11-08,Baguete,8.0
2024-11-08,Biscoito Caseiro (kg),0.46
2024-11-08,Suco de Laranja,1.0
2024-11-08,Pão Francês,24.0
2024-11-08,Bolo de Cenoura (fatia),2.0
2024-11-08,Suco de Laranja,8.0
2024-11-08,Pão de Queijo,14.0
2024-11-08,Biscoito Caseiro (kg),0.2
2024-11-08,Baguete,1.0
2024-11-08,Café Expresso,12.0
2024-11-08,Torta de Morango (fatia),2.0
2024-11-08,Pão Integral (kg),1.1
2024-11-08,Pão Francês,14.0
2024-11-08,Café Expresso,12.0
2024-11-08,Biscoito Caseiro (kg),1.94
2024-11-08,Suco de Laranja,7.0
2024-11-08,Biscoito Caseiro (kg),2.22
2024-11-08,Bolo de Cenoura (fatia),3.0
2024-11-08,Torta de Morango (fatia),1.0
2024-11-08,Pão Doce,1.0
2024-11-08,Suco de Laranja,5.0
2024-11-08,Torta de Morango (fatia),1.0
2024-11-08,Pão Francês,13.0
2024-11-08,Pão de Queijo,27.0
2024-11-08,Torta de Morango (fatia),2.0
2024-11-08,Biscoito Caseiro (kg),1.57
2024-11-08,Café Expresso,2.0
2024-11-08,Pão Francês,20.0
2024-11-08,Baguete,6.0
2024-11-08,Baguete,1.0
2024-11-08,Pão Francês,28.0
2024-11-08,Bolo de Cenoura (fatia),2.0
2024-11-08,Pão Doce,4.0
2024-11-08,Pão Integral (kg),0.52
2024-11-08,Pão Integral (kg),1.32
2024-11-08,Suco de Laranja,2.0
2024-11-08,Baguete,4.0
2024-11-08,Bolo de Cenoura (fatia),3.0
2024-11-08,Biscoito Caseiro (kg),0.69
2024-11-08,Café Expresso,27.0
2024-11-08,Café Expresso,29.0
2024-11-08,Pão Doce,7.0
2024-11-08,Biscoito Caseiro (kg),0.13
2024-11-08,Pão Doce,4.0
2024-11-08,Bolo de Cenoura (fatia),2.0
2024-11-08,Bolo de Cenoura (fatia),3.0
2024-11-08,Biscoito Caseiro (kg),0.85
2024-11-08,Bolo de Cenoura (fatia),1.0
2024-11-08,Café Expresso,18.0
2024-11-08,Biscoito Caseiro (kg),0.46
2024-11-08,Bolo de Cenoura (fatia),3.0
2024-11-08,Biscoito Caseiro (kg),0.48
2024-11-08,Pão de Queijo,29.0
2024-11-08,Baguete,1.0
2024-11-08,Pão de Queijo,22.0
2024-11-08,Suco de Laranja,4.0
2024-11-08,Bolo de Cenoura (fatia),3.0
2024-11-08,Suco de Laranja,8.0
2024-11-08,Pão Doce,1.0
2024-11-08,Pão Doce,1.0
2024-11-09,Pão Integral (kg),1.85
2024-11-09,Torta de Morango (fatia),1.0
2024-11-09,Bolo de Cenoura (fatia),1.0
2024-11-09,Bolo de Cenoura (fatia),3.0
2024-11-09,Pão Integral (kg),2.43
2024-11-09,Pão Integral (kg),0.95
2024-11-09,Pão Francês,26.0
2024-11-09,Pão Francês,19.0
2024-11-09,Bolo de Cenoura (fatia),2.0
2024-11-09,Pão Francês,27.0
2024-11-09,Pão Integral (kg),0.53
2024-11-09,Suco de Laranja,4.0
2024-11-09,Pão Integral (kg),1.46
2024-11-09,Biscoito Caseiro (kg),1.89
2024-11-09,Pão de Queijo,18.0
2024-11-09,Pão Francês,1.0
2024-11-09,Pão Integral (kg),1.3
2024-11-09,Bolo de Cenoura (fatia),2.0
2024-11-09,Biscoito Caseiro (kg),0.12
2024-11-09,Baguete,2.0
2024-11-09,Pão Doce,6.0
2024-11-09,Pão Francês,8.0
2024-11-09,Pão de Queijo,24.0
2024-11-09,Torta de Morango (fatia),3.0
2024-11-09,Bolo de Cenoura (fatia),3.0
2024-11-09,Torta de Morango (fatia),1.0
2024-11-09,Suco de Laranja,7.0
2024-11-09,Café Expresso,14.0
2024-11-09,Pão Francês,26.0
2024-11-09,Café Expresso,21.0
2024-11-09,Pão de Queijo,6.0
2024-11-09,Café Expresso,24.0
2024-11-09,Pão Doce,6.0
2024-11-09,Café Expresso,9.0
2024-11-09,Biscoito Caseiro (kg),1.55
2024-11-09,Biscoito Caseiro (kg),2.36
2024-11-09,Baguete,5.0
2024-11-09,Pão Francês,24.0
2024-11-09,Pão Integral (kg),0.51
2024-11-09,Bolo de Cenoura (fatia),3.0
2024-11-09,Café Expresso,11.0
2024-11-09,Pão de Queijo,6.0
2024-11-09,Torta de Morango (fatia),2.0
2024-11-09,Baguete,1.0
2024-11-10,Pão de Queijo,3.0
2024-11-10,Pão de Queijo,20.0
2024-11-10,Pão Francês,9.0
2024-11-10,Torta de Morango (fatia),3.0
2024-11-10,Café Expresso,9.0
2024-11-10,Pão Francês,12.0
2024-11-10,Café Expresso,21.0
2024-11-10,Torta de Morango (fatia),2.0
2024-11-10,Suco de Laranja,1.0
2024-11-10,Café Expresso,30.0
2024-11-10,Pão Doce,1.0
2024-11-10,Torta de Morango (fatia),1.0
2024-11-10,Café Expresso,7.0
2024-11-10,Torta de Morango (fatia),2.0
2024-11-10,Biscoito Caseiro (kg),0.39
2024-11-10,Pão de Queijo,13.0
2024-11-10,Suco de Laranja,7.0
2024-11-10,Torta de Morango (fatia),1.0
2024-11-10,Pão Integral (kg),2.49
2024-11-10,Pão Francês,4.0
2024-11-10,Bolo de Cenoura (fatia),1.0
2024-11-10,Pão Integral (kg),1.94
2024-11-10,Café Expresso,21.0
2024-11-10,Café Expresso,19.0
2024-11-10,Pão Doce,6.0
2024-11-10,Café Expresso,21.0
2024-11-10,Biscoito Caseiro (kg),0.13
2024-11-10,Suco de Laranja,4.0
2024-11-10,Torta de Morango (fatia),3.0
2024-11-10,Biscoito Caseiro (kg),2.14
2024-11-10,Pão Integral (kg),1.97
2024-11-10,Pão Francês,5.0
2024-11-10,Pão Doce,6.0
2024-11-10,Bolo de Cenoura (fatia),1.0
2024-11-10,Café Expresso,20.0
2024-11-10,Pão Doce,7.0
2024-11-10,Pão Francês,12.0
2024-11-10,Pão Francês,29.0
2024-11-10,Pão Doce,5.0
2024-11-10,Biscoito Caseiro (kg),2.22
2024-11-11,Pão de Queijo,15.0
2024-11-11,Suco de Laranja,7.0
2024-11-11,Baguete,3.0
2024-11-11,Pão Integral (kg),0.12
2024-11-11,Pão Francês,5.0
2024-11-11,Pão Integral (kg),0.64
2024-11-11,Torta de Morango (fatia),3.0
2024-11-11,Pão Integral (kg),2.48
2024-11-11,Torta de Morango (fatia),3.0
2024-11-11,Suco de Laranja,4.0
2024-11-11,Bolo de Cenoura (fatia),1.0
2024-11-11,Café Expresso,24.0
2024-11-11,Café Expresso,23.0
2024-11-11,Pão de Queijo,20.0
2024-11-11,Pão de Queijo,5.0
2024-11-11,Torta de Morango (fatia),2.0
2024-11-11,Biscoito Caseiro (kg),1.48
2024-11-11,Café Expresso,6.0
2024-11-11,Pão de Queijo,12.0
2024-11-11,Café Expresso,27.0
2024-11-11,Suco de Laranja,3.0
2024-11-11,Torta de Morango (fatia),2.0
2024-11-11,Pão Doce,6.0
2024-11-11,Suco de Laranja,8.0
2024-11-11,Bolo de Cenoura (fatia),2.0
2024-11-11,Biscoito Caseiro (kg),2.31
2024-11-11,Café Expresso,20.0
2024-11-11,Pão Doce,6.0
2024-11-11,Suco de Laranja,2.0
2024-11-11,Bolo de Cenoura (fatia),1.0
2024-11-11,Suco de Laranja,1.0
2024-11-11,Pão Francês,22.0
2024-11-11,Bolo de Cenoura (fatia),1.0
2024-11-11,Pão Francês,26.0
2024-11-11,Pão Doce,7.0
2024-11-11,Pão de Queijo,13.0
2024-11-11,Pão Doce,2.0
2024-11-11,Pão Integral (kg),2.05
2024-11-11,Pão Doce,4.0
2024-11-11,Biscoito Caseiro (kg),1.59
2024-11-11,Baguete,3.0
2024-11-11,Pão Integral (kg),1.73
2024-11-11,Biscoito Caseiro (kg),0.97
2024-11-11,Pão Francês,4.0
2024-11-11,Bolo de Cenoura (fatia),2.0
2024-11-11,Suco de Laranja,3.0
2024-11-11,Biscoito Caseiro (kg),2.13
2024-11-11,Pão Integral (kg),1.51
2024-11-11,Suco de Laranja,4.0
2024-11-11,Pão Doce,7.0
2024-11-11,Suco de Laranja,1.0
2024-11-11,Pão Doce,2.0
2024-11-11,Café Expresso,8.0
2024-11-11,Bolo de Cenoura (fatia),2.0
2024-11-11,Suco de Laranja,8.0
2024-11-11,Baguete,8.0
2024-11-11,Bolo de Cenoura (fatia),2.0
2024-11-11,Pão Francês,18.0
2024-11-11,Baguete,8.0
2024-11-12,Café Expresso,10.0
2024-11-12,Pão de Queijo,1.0
2024-11-12,Pão de Queijo,21.0
2024-11-12,Café Expresso,20.0
2024-11-12,Café Expresso,21.0
2024-11-12,Baguete,5.0
2024-11-12,Biscoito Caseiro (kg),1.74
2024-11-12,Baguete,5.0
2024-11-12,Bolo de Cenoura (fatia),3.0
2024-11-12,Suco de Laranja,7.0
2024-11-12,Pão Francês,10.0
2024-11-12,Pão de Queijo,29.0
2024-11-12,Pão de Queijo,27.0
2024-11-12,Pão Doce,2.0
2024-11-12,Pão Integral (kg),1.69
2024-11-12,Café Expresso,13.0
2024-11-12,Pão Doce,5.0
2024-11-12,Pão Francês,5.0
2024-11-12,Pão Integral (kg),0.69
2024-11-12,Pão Francês,9.0
2024-11-12,Torta de Morango (fatia),1.0
2024-11-12,Baguete,2.0
2024-11-12,Biscoito Caseiro (kg),0.22
2024-11-12,Café Expresso,29.0
2024-11-12,Pão Doce,5.0
2024-11-12,Pão de Queijo,2.0
2024-11-12,Pão Integral (kg),0.55
2024-11-12,Pão Francês,21.0
2024-11-12,Pão de Queijo,7.0
2024-11-12,Pão Doce,5.0
2024-11-12,Pão Francês,9.0
2024-11-12,Café Expresso,12.0
2024-11-12,Pão Integral (kg),1.34
2024-11-12,Pão Doce,4.0
2024-11-12,Torta de Morango (fatia),3.0
2024-11-12,Biscoito Caseiro (kg),2.4
2024-11-12,Torta de Morango (fatia),1.0
2024-11-12,Pão Francês,26.0
2024-11-12,Pão Integral (kg),0.62
2024-11-12,Pão de Queijo,8.0
2024-11-12,Suco de Laranja,4.0
2024-11-12,Bolo de Cenoura (fatia),1.0
2024-11-13,Pão Doce,6.0
2024-11-13,Baguete,1.0
2024-11-13,Pão Doce,4.0
2024-11-13,Torta de Morango (fatia),3.0
2024-11-13,Café Expresso,4.0
2024-11-13,Café Expresso,7.0
2024-11-13,Torta de Morango (fatia),2.0
2024-11-13,Suco de Laranja,2.0
2024-11-13,Pão Francês,15.0
2024-11-13,Bolo de Cenoura (fatia),3.0
2024-11-13,Café Expresso,28.0
2024-11-13,Baguete,1.0
2024-11-13,Pão Doce,8.0
2024-11-13,Café Expresso,30.0
2024-11-13,Café Expresso,8.0
2024-11-13,Bolo de Cenoura (fatia),3.0
2024-11-13,Torta de Morango (fatia),2.0
2024-11-13,Torta de Morango (fatia),2.0
2024-11-13,Pão Doce,3.0
2024-11-13,Pão Doce,3.0
2024-11-13,Pão Doce,1.0
2024-11-13,Pão Doce,6.0
2024-11-13,Pão Integral (kg),2.43
2024-11-13,Biscoito Caseiro (kg),1.17
2024-11-13,Pão Doce,4.0
2024-11-13,Pão Francês,26.0
2024-11-13,Pão Doce,6.0
2024-11-13,Pão Francês,17.0
2024-11-13,Bolo de Cenoura (fatia),2.0
2024-11-13,Biscoito Caseiro (kg),1.19
2024-11-13,Pão Francês,6.0
2024-11-13,Café Expresso,10.0
2024-11-13,Pão Integral (kg),2.25
2024-11-13,Bolo de Cenoura (fatia),2.0
2024-11-13,Pão Doce,6.0
2024-11-13,Suco de Laranja,1.0
2024-11-13,Pão de Queijo,12.0
2024-11-13,Pão Integral (kg),2.23
2024-11-13,Pão Doce,6.0
2024-11-13,Café Expresso,11.0
2024-11-13,Suco de Laranja,7.0
2024-11-13,Biscoito Caseiro (kg),2.11
2024-11-13,Bolo de Cenoura (fatia),1.0
2024-11-13,Pão Doce,5.0
2024-11-13,Pão Francês,11.0
2024-11-13,Torta de Morango (fatia),2.0
2024-11-13,Pão Francês,12.0
2024-11-14,Pão Doce,3.0
2024-11-14,Torta de Morango (fatia),2.0
2024-11-14,Baguete,8.0
2024-11-14,Torta de Morango (fatia),2.0
2024-11-14,Bolo de Cenoura (fatia),2.0
2024-11-14,Pão Doce,4.0
2024-11-14,Pão Doce,8.0
2024-11-14,Pão Doce,2.0
2024-11-14,Suco de Laranja,8.0
2024-11-14,Torta de Morango (fatia),1.0
2024-11-14,Pão Integral (kg),1.89
2024-11-14,Biscoito Caseiro (kg),1.72
2024-11-14,Pão Integral (kg),2.47
2024-11-14,Café Expresso,23.0
2024-11-14,Pão Francês,18.0
2024-11-14,Torta de Morango (fatia),3.0
2024-11-14,Pão de Queijo,11.0
2024-11-14,Suco de Laranja,4.0
2024-11-14,Suco de Laranja,8.0
2024-11-14,Baguete,3.0
2024-11-14,Suco de Laranja,7.0
2024-11-14,Pão Integral (kg),1.64
2024-11-14,Pão Doce,2.0
2024-11-14,Pão Integral (kg),1.87
2024-11-14,Pão Integral (kg),1.04
2024-11-14,Suco de Laranja,3.0
2024-11-14,Pão Francês,23.0
2024-11-14,Baguete,6.0
2024-11-14,Pão Doce,4.0
2024-11-14,Baguete,1.0
2024-11-14,Biscoito Caseiro (kg),0.94
2024-11-14,Bolo de Cenoura (fatia),1.0
2024-11-14,Baguete,1.0
2024-11-14,Baguete,6.0
2024-11-14,Pão Francês,22.0
2024-11-14,Pão Doce,4.0
2024-11-14,Pão Integral (kg),2.2
2024-11-14,Suco de Laranja,1.0
2024-11-14,Suco de Laranja,4.0
2024-11-14,Pão Francês,1.0
2024-11-14,Pão Doce,1.0
2024-11-14,Biscoito Caseiro (kg),0.88
2024-11-14,Café Expresso,26.0
2024-11-14,Bolo de Cenoura (fatia),1.0
2024-11-14,Pão de Queijo,12.0
2024-11-14,Torta de Morango (fatia),3.0
2024-11-14,Torta de Morango (fatia),3.0
2024-11-14,Baguete,8.0
2024-11-14,Biscoito Caseiro (kg),1.27
2024-11-14,Pão Francês,20.0
2024-11-14,Pão Integral (kg),0.79
2024-11-14,Pão Francês,7.0
2024-11-14,Suco de Laranja,7.0
2024-11-14,Biscoito Caseiro (kg),0.4
2024-11-14,Café Expresso,22.0
2024-11-14,Pão Integral (kg),1.66
2024-11-14,Torta de Morango (fatia),3.0
2024-11-14,Bolo de Cenoura (fatia),1.0
2024-11-14,Café Expresso,29.0
2024-11-14,Baguete,6.0
2024-11-14,Suco de Laranja,3.0
2024-11-14,Pão Integral (kg),1.95
2024-11-14,Café Expresso,30.0
2024-11-15,Pão Francês,1.0
2024-11-15,Café Expresso,17.0
2024-11-15,Biscoito Caseiro (kg),0.7
2024-11-15,Suco de Laranja,2.0
2024-11-15,Bolo de Cenoura (fatia),3.0
2024-11-15,Pão Doce,2.0
2024-11-15,Suco de Laranja,1.0
2024-11-15,Suco de Laranja,2.0
2024-11-15,Pão Integral (kg),0.96
2024-11-15,Pão de Queijo,26.0
2024-11-15,Pão Integral (kg),2.46
2024-11-15,Baguete,6.0
2024-11-15,Pão Doce,6.0
2024-11-15,Pão Francês,22.0
2024-11-15,Pão Francês,9.0
2024-11-15,Café Expresso,24.0
2024-11-15,Bolo de Cenoura (fatia),2.0
2024-11-15,Pão Doce,3.0
2024-11-15,Pão Francês,27.0
2024-11-15,Bolo de Cenoura (fatia),3.0
2024-11-15,Torta de Morango (fatia),1.0
2024-11-15,Baguete,2.0
2024-11-15,Pão de Queijo,11.0
2024-11-15,Bolo de Cenoura (fatia),1.0
2024-11-15,Bolo de Cenoura (fatia),2.0
2024-11-15,Pão Doce,7.0
2024-11-15,Bolo de Cenoura (fatia),2.0
2024-11-15,Pão Francês,11.0
2024-11-15,Pão Francês,4.0
2024-11-15,Café Expresso,21.0
2024-11-15,Biscoito Caseiro (kg),1.25
2024-11-15,Biscoito Caseiro (kg),1.45
2024-11-15,Torta de Morango (fatia),1.0
2024-11-15,Biscoito Caseiro (kg),1.5
2024-11-15,Suco de Laranja,3.0
2024-11-15,Café Expresso,3.0
2024-11-15,Biscoito Caseiro (kg),0.75
2024-11-15,Torta de Morango (fatia),2.0
2024-11-15,Bolo de Cenoura (fatia),3.0
2024-11-15,Café Expresso,15.0
2024-11-15,Biscoito Caseiro (kg),0.37
2024-11-15,Biscoito Caseiro (kg),1.21
2024-11-15,Suco de Laranja,8.0
2024-11-15,Pão Francês,22.0
2024-11-15,Café Expresso,20.0
2024-11-15,Bolo de Cenoura (fatia),2.0
2024-11-15,Pão de Queijo,21.0
2024-11-15,Biscoito Caseiro (kg),1.86
2024-11-15,Pão Francês,30.0
2024-11-15,Suco de Laranja,8.0
2024-11-15,Bolo de Cenoura (fatia),1.0
2024-11-15,Pão Doce,1.0
2024-11-15,Pão Doce,5.0
2024-11-15,Bolo de Cenoura (fatia),1.0
2024-11-16,Pão de Queijo,10.0
2024-11-16,Pão de Queijo,16.0
2024-11-16,Pão Integral (kg),0.34
2024-11-16,Pão Integral (kg),0.7
2024-11-16,Torta de Morango (fatia),3.0
2024-11-16,Pão Doce,2.0
2024-11-16,Pão Integral (kg),1.13
2024-11-16,Café Expresso,13.0
2024-11-16,Torta de Morango (fatia),2.0
2024-11-16,Pão Francês,29.0
2024-11-16,Biscoito Caseiro (kg),1.28
2024-11-16,Biscoito Caseiro (kg),1.29
2024-11-16,Pão Doce,4.0
2024-11-16,Biscoito Caseiro (kg),0.67
2024-11-16,Baguete,4.0
2024-11-16,Biscoito Caseiro (kg),1.1
2024-11-16,Pão de Queijo,4.0
2024-11-16,Suco de Laranja,6.0
2024-11-16,Suco de Laranja,3.0
2024-11-16,Pão Integral (kg),0.97
2024-11-16,Pão de Queijo,3.0
2024-11-16,Pão Integral (kg),2.39
2024-11-16,Pão Doce,5.0
2024-11-16,Pão Integral (kg),1.52
2024-11-16,Café Expresso,13.0
2024-11-16,Pão de Queijo,13.0
2024-11-16,Café Expresso,25.0
2024-11-16,Pão Doce,2.0
2024-11-16,Pão de Queijo,11.0
2024-11-16,Suco de Laranja,7.0
2024-11-16,Pão de Queijo,10.0
2024-11-16,Torta de Morango (fatia),2.0
2024-11-16,Baguete,2.0
2024-11-16,Biscoito Caseiro (kg),2.28
2024-11-16,Café Expresso,6.0
2024-11-16,Pão Francês,30.0
2024-11-16,Café Expresso,16.0
2024-11-16,Pão Integral (kg),2.16
2024-11-16,Pão Integral (kg),2.49
2024-11-16,Pão Integral (kg),1.94
2024-11-16,Pão Francês,4.0
2024-11-16,Pão Integral (kg),1.89
2024-11-16,Torta de Morango (fatia),3.0
2024-11-16,Bolo de Cenoura (fatia),3.0
2024-11-16,Bolo de Cenoura (fatia),3.0
2024-11-16,Suco de Laranja,3.0
2024-11-16,Pão Francês,1.0
2024-11-16,Café Expresso,24.0
2024-11-16,Biscoito Caseiro (kg),0.57
2024-11-16,Bolo de Cenoura (fatia),2.0
2024-11-16,Torta de Morango (fatia),2.0
2024-11-16,Pão de Queijo,15.0
2024-11-16,Pão Integral (kg),0.8
2024-11-16,Pão Francês,8.0
2024-11-16,Suco de Laranja,3.0
2024-11-16,Baguete,4.0
2024-11-16,Café Expresso,5.0
2024-11-17,Torta de Morango (fatia),3.0
2024-11-17,Pão Francês,27.0
2024-11-17,Pão de Queijo,22.0
2024-11-17,Pão de Queijo,28.0
2024-11-17,Torta de Morango (fatia),1.0
2024-11-17,Baguete,8.0
2024-11-17,Pão Doce,6.0
2024-11-17,Pão de Queijo,8.0
2024-11-17,Pão Francês,6.0
2024-11-17,Pão de Queijo,13.0
2024-11-17,Café Expresso,28.0
2024-11-17,Torta de Morango (fatia),1.0
2024-11-17,Café Expresso,20.0
2024-11-17,Bolo de Cenoura (fatia),3.0
2024-11-17,Pão Francês,2.0
